Sex Agemos   L        M        S        P3       P5       P10      P25      P50      P75      P90      P95      P97
2    88.5    -0.17574 123.8728  0.04561 113.7615 114.9752 116.8740 120.1297 123.8728 127.7539 131.3696 133.5911 135.0574
2    89.5    -0.16535 124.3870  0.04565 114.2211 115.4418 117.3512 120.6246 124.3870 128.2870 131.9194 134.1505 135.6230
2    90.5    -0.15436 124.8956  0.04569 114.6749 115.9026 117.8228 121.1138 124.8956 128.8144 132.4631 134.7038 136.1824
2    91.5    -0.14283 125.3985  0.04573 115.1230 116.3577 118.2886 121.5974 125.3985 129.3359 133.0009 135.2510 136.7356
2    92.5    -0.13083 125.8956  0.04577 115.5651 116.8069 118.7486 122.0753 125.8956 129.8516 133.5328 135.7922 137.2826
2    93.5    -0.11842 126.3869  0.04582 116.0012 117.2502 119.2028 122.5473 126.3869 130.3615 134.0587 136.3273 137.8236
2    94.5    -0.10565 126.8724  0.04586 116.4314 117.6875 119.6511 123.0135 126.8724 130.8656 134.5787 136.8565 138.3585
2    95.5    -0.09258 127.3522  0.04591 116.8555 118.1189 120.0935 123.4739 127.3522 131.364  135.0930 137.3798 138.8876
2    96.5    -0.07928 127.8263  0.04596 117.2737 118.5443 120.5300 123.9285 127.8263 131.8567 135.6015 137.8975 139.4110
2    97.5    -0.06580 128.2947  0.04602 117.6858 118.9638 120.9607 124.3774 128.2947 132.3438 136.1046 138.4097 139.9289
2    98.5    -0.05218 128.7576  0.04607 118.0920 119.3774 121.3855 124.8207 128.7576 132.8255 136.6024 138.9166 140.4415
2    99.5    -0.03848 129.2152  0.04613 118.4924 119.7852 121.8047 125.2584 129.2152 133.3020 137.0950 139.4184 140.9492
2   100.5    -0.02473 129.6675  0.04620 118.8869 120.1873 122.2182 125.6906 129.6675 133.7734 137.5828 139.9155 141.4521
2   101.5    -0.01098 130.1148  0.04626 119.2757 120.5838 122.6263 126.1177 130.1148 134.2401 138.0660 140.4082 141.9507
2   102.5     0.00274 130.5574  0.04634 119.6590 120.9748 123.0291 126.5396 130.5574 134.7023 138.5450 140.8968 142.4454
2   103.5     0.01642 130.9954  0.04641 120.0370 121.3606 123.4268 126.9568 130.9954 135.1604 139.0201 141.3817 142.9364
2   104.5     0.03005 131.4293  0.04649 120.4097 121.7413 123.8196 127.3694 131.4293 135.6146 139.4918 141.8633 143.4244
2   105.5     0.04362 131.8593  0.04658 120.7775 122.1171 124.2078 127.7777 131.8593 136.0654 139.9604 142.3422 143.9098
2   106.5     0.05714 132.2859  0.04667 121.1405 122.4884 124.5916 128.1822 132.2859 136.5132 140.4265 142.8188 144.3930
2   107.5     0.07063 132.7094  0.04677 121.4991 122.8555 124.9715 128.5831 132.7094 136.9585 140.8906 143.2937 144.8747
2   108.5     0.08414 133.1304  0.04688 121.8537 123.2186 125.3478 128.9808 133.1304 137.4018 141.3532 143.7674 145.3555
2   109.5     0.09773 33.54930  0.04699 122.2044 123.5782 125.7208 129.3759 133.5493 137.8437 141.8149 144.2406 145.8359
2   110.5     0.11145 133.9667  0.04711 122.5518 123.9347 126.0911 129.7689 133.9667 138.2847 142.2764 144.7139 146.3167
2   111.5     0.12540 134.3832  0.04724 122.8963 124.2885 126.4592 130.1603 134.3832 138.7256 142.7382 145.1879 146.7984
2   112.5     0.13969 134.7995  0.04737 123.2384 124.6402 126.8255 130.5506 134.7995 139.1669 143.2012 145.6634 147.2818
2   113.5     0.15444 135.2163  0.04752 123.5785 124.9902 127.1907 130.9406 135.2163 139.6094 143.6660 146.1410 147.7676
2   114.5     0.16980 135.6342  0.04767 123.9173 125.3393 127.5554 131.3309 135.6342 140.0538 144.1333 146.6215 148.2564
2   115.5     0.18593 136.0540  0.04782 124.2553 125.6880 127.9203 131.7223 136.054  140.5010 144.6039 147.1056 148.7491
2   116.5     0.20301 136.4766  0.04799 124.5933 126.0371 128.2861 132.1156 136.4766 140.9516 145.0785 147.5940 149.2461
2   117.5     0.22122 136.9027  0.04816 124.9320 126.3872 128.6537 132.5115 136.9027 141.4065 145.5579 148.0874 149.7484
2   118.5     0.24078 137.3333  0.04833 125.2721 126.7392 129.0238 132.9109 137.3333 141.8665 146.0429 148.5865 150.2564
2   119.5     0.26188 137.7691  0.04851 125.6144 127.0940 129.3973 133.3147 137.7691 142.3324 146.5341 149.0920 150.7707
2   120.5     0.28474 138.2112  0.04870 125.9599 127.4524 129.7752 133.7239 138.2112 142.8051 147.0322 149.6044 151.2920
2   121.5     0.30957 138.6602  0.04889 126.3095 127.8154 130.1584 134.1394 138.6602 143.2852 147.5379 150.1242 151.8205
2   122.5     0.33656 139.1172  0.04908 126.6641 128.1840 130.5479 134.5620 139.1172 143.7735 148.0517 150.6520 152.3568
2   123.5     0.36589 139.5829  0.04927 127.0248 128.5591 130.9446 134.9929 139.5829 144.2707 148.5741 151.1880 152.9011
2   124.5     0.39769 140.0581  0.04945 127.3926 128.9419 131.3496 135.4328 140.0581 144.7773 149.1054 151.7325 153.4534
2   125.5     0.43210 140.5435  0.04963 127.7687 129.3334 131.7639 135.8826 140.5435 145.2938 149.6460 152.2856 154.0139
2   126.5     0.46918 141.0397  0.04981 128.1541 129.7346 132.1885 136.3433 141.0397 145.8206 150.1960 152.8473 154.5824
2   127.5     0.50894 141.5472  0.04997 128.5499 130.1467 132.6243 136.8154 141.5472 146.3579 150.7552 153.4174 155.1586
2   128.5     0.55135 142.0664  0.05012 128.9573 130.5705 133.0721 137.2997 142.0664 146.9059 151.3236 153.9955 155.7420
2   129.5     0.59630 142.5974  0.05025 129.3772 131.0071 133.5329 137.7967 142.5974 147.4643 151.9008 154.5812 156.3321
2   130.5     0.64362 143.1404  0.05037 129.8106 131.4573 134.0072 138.3067 143.1404 148.0329 152.4861 155.1737 156.9280
2   131.5     0.69306 143.6950  0.05046 130.2585 131.9218 134.4955 138.8300 143.6950 148.6111 153.0790 155.7721 157.5288
2   132.5     0.74429 144.2609  0.05052 130.7217 132.4013 134.9983 139.3664 144.2609 149.1984 153.6783 156.3755 158.1335
2   133.5     0.79691 144.8376  0.05055 131.2006 132.8962 135.5157 139.9157 144.8376 149.7937 154.2830 156.9825 158.7407
2   134.5     0.85045 145.4240  0.05056 131.6958 133.4067 136.0476 140.4775 145.4240 150.3959 154.8918 157.5918 159.3491
2   135.5     0.90439 146.0192  0.05052 132.2074 133.9328 136.5937 141.0510 146.0192 151.0036 155.5032 158.2020 159.9571
2   136.5     0.95813 146.6217  0.05045 132.7354 134.4742 137.1534 141.6352 146.6217 151.6153 156.1156 158.8115 160.5633
2   137.5     1.01105 147.2300  0.05035 133.2795 135.0304 137.7259 142.2288 147.2300 152.2293 156.7273 159.4185 161.1660
2   138.5     1.06247 147.8424  0.05020 133.8388 135.6004 138.3100 142.8304 147.8424 152.8438 157.3365 160.0213 161.7634
2   139.5     1.11172 148.4569  0.05002 134.4125 136.1831 138.9043 143.4381 148.4569 153.4568 157.9413 160.6182 162.3541
2   140.5     1.15813 149.0714  0.04980 134.9993 136.7769 139.5070 144.0501 149.0714 154.0662 158.5398 161.2075 162.9363
2   141.5     1.20105 149.6839  0.04955 135.5973 137.3801 140.1161 144.6641 149.6839 154.6700 159.1302 161.7874 163.5084
2   142.5     1.23985 150.2920  0.04926 136.2047 137.9905 140.7295 145.278  150.2920 155.2663 159.7107 162.3564 164.0690
2   143.5     1.27400 150.8936  0.04894 136.8191 138.6058 141.3448 145.8893 150.8936 155.8529 160.2796 162.9129 164.6167
2   144.5     1.30304 151.4866  0.04859 137.4381 139.2236 141.9594 146.4958 151.4866 156.4280 160.8353 163.4555 165.1503
2   145.5     1.32660 152.0687  0.04823 138.0588 139.8410 142.5709 147.0949 152.0687 156.9899 161.3764 163.9830 165.6685
2   146.5     1.34444 152.6381  0.04784 138.6784 140.4554 143.1767 147.6845 152.6381 157.5369 161.9016 164.4943 166.1706
2   147.5     1.35643 153.1930  0.04744 139.2941 141.0640 143.7741 148.2623 153.1930 158.0677 162.4097 164.9885 166.6555
2   148.5     1.36260 153.7317  0.04703 139.9028 141.6641 144.3607 148.8263 153.7317 158.5810 162.8999 165.4648 167.1228
2   149.5     1.36308 154.2529  0.04661 140.5019 142.2530 144.9342 149.3747 154.2529 159.0758 163.3715 165.9227 167.5720
2   150.5     1.35816 154.7555  0.04619 141.0885 142.8283 145.4925 149.9059 154.7555 159.5513 163.8239 166.3618 168.0027
2   151.5     1.34822 155.2385  0.04578 141.6602 143.3877 146.0338 150.4184 155.2385 160.0070 164.2568 166.7819 168.4147
2   152.5     1.33377 155.7012  0.04537 142.2148 143.9294 146.5564 150.9113 155.7012 160.4425 164.6701 167.1829 168.8080
2   153.5     1.31537 156.1432  0.04497 142.7504 144.4516 147.0590 151.3835 156.1432 160.8576 165.0637 167.5648 169.1827
2   154.5     1.29366 156.5643  0.04458 143.2654 144.9530 147.5405 151.8346 156.5643 161.2524 165.4378 167.9278 169.5391
2   155.5     1.26930 156.9644  0.04421 143.7584 145.4325 148.0002 152.2642 156.9644 161.6270 165.7928 168.2723 169.8773
2   156.5     1.24296 157.3437  0.04385 144.2287 145.8894 148.4376 152.6721 157.3437 161.9818 166.1289 168.5987 170.1979
2   157.5     1.21531 157.7025  0.04352 144.6756 146.3232 148.8525 153.0584 157.7025 162.3172 166.4466 168.9074 170.5013
2   158.5     1.18695 158.0411  0.04320 145.0987 146.7338 149.2449 153.4234 158.0411 162.6338 166.7467 169.1990 170.7881
2   159.5     1.15847 158.3603  0.04290 145.4981 147.1213 149.6150 153.7674 158.3603 162.9321 167.0296 169.4742 171.0587
2   160.5     1.13036 158.6606  0.04261 145.8740 147.4859 149.9633 154.0911 158.6606 163.2129 167.2961 169.7335 171.3140
2   161.5     1.10307 158.9427  0.04235 146.2269 147.8281 150.2902 154.3951 158.9427 163.4770 167.5469 169.9777 171.5544
2   162.5     1.07697 159.2075  0.04211 146.5573 148.1487 150.5966 154.6801 159.2075 163.7250 167.7826 170.2074 171.7807
2   163.5     1.05233 159.4557  0.04189 146.8660 148.4483 150.8831 154.9470 159.4557 163.9577 168.0042 170.4234 171.9935
2   164.5     1.02937 159.6882  0.04168 147.1539 148.7279 151.1507 155.1966 159.6882 164.1761 168.2122 170.6263 172.1936
2   165.5     1.00825 159.9058  0.04149 147.4219 148.9885 151.4003 155.4298 159.9058 164.3808 168.4075 170.8170 172.3816
2   166.5     0.98906 160.1094  0.04132 147.6712 149.2309 151.6329 155.6475 160.1094 164.5726 168.5907 170.9959 172.5582
2   167.5     0.97183 160.2997  0.04116 147.9026 149.4562 151.8494 155.8507 160.2997 164.7523 168.7626 171.1639 172.7239
2   168.5     0.95657 160.4777  0.04102 148.1173 149.6655 152.0508 156.0401 160.4777 164.9206 168.9239 171.3216 172.8796
2   169.5     0.94324 160.6441  0.04089 148.3164 149.8598 152.2381 156.2167 160.6441 165.0783 169.0751 171.4696 173.0257
2   170.5     0.93176 160.7995  0.04077 148.5009 150.0400 152.4121 156.3813 160.7995 165.2260 169.2170 171.6085 173.1628
2   171.5     0.92205 160.9449  0.04066 148.6717 150.2072 152.5738 156.5348 160.9449 165.3644 169.3501 171.7388 173.2915
2   172.5     0.91401 161.0808  0.04057 148.8299 150.3621 152.7241 156.6778 161.0808 165.4941 169.4749 171.8611 173.4124
2   173.5     0.90751 161.2079  0.04048 148.9764 150.5059 152.8638 156.8112 161.2079 165.6157 169.5921 171.9760 173.5258
2   174.5     0.90245 161.3268  0.04040 149.1121 150.6392 152.9936 156.9356 161.3268 165.7297 169.7022 172.0839 173.6324
2   175.5     0.89869 161.4381  0.04034 149.2377 150.7629 153.1143 157.0517 161.4381 165.8366 169.8055 172.1853 173.7326
2   176.5     0.89614 161.5423  0.04027 149.3542 150.8777 153.2266 157.1600 161.5423 165.9369 169.9026 172.2806 173.8267
2   177.5     0.89466 161.6399  0.04022 149.4622 150.9843 153.3312 157.2612 161.6399 166.0312 169.9939 172.3701 173.9152
2   178.5     0.89413 161.7315  0.04017 149.5623 151.0833 153.4286 157.3558 161.7315 166.1197 170.0798 172.4544 173.9984
2   179.5     0.89447 161.8174  0.04012 149.6553 151.1754 153.5193 157.4443 161.8174 166.2029 170.1606 172.5337 174.0768
2   180.5     0.89557 161.8980  0.04008 149.7416 151.2611 153.6040 157.5271 161.8980 166.2812 170.2366 172.6084 174.1505
2   181.5     0.89733 161.9738  0.04004 149.8219 151.3410 153.6830 157.6047 161.9738 166.3549 170.3083 172.6787 174.2200
2   182.5     0.89967 162.0450  0.04001 149.8967 151.4154 153.7569 157.6775 162.0450 166.4244 170.3759 172.7451 174.2855
2   183.5     0.90251 162.1120  0.03998 149.9663 151.4848 153.8260 157.7458 162.1120 166.4898 170.4396 172.8076 174.3472
2   184.5     0.90579 162.1752  0.03995 150.0312 151.5497 153.8907 157.8099 162.1752 166.5516 170.4997 172.8667 174.4055
2   185.5     0.90944 162.2347  0.03993 150.0918 151.6103 153.9513 157.8702 162.2347 166.6099 170.5566 172.9225 174.4606
2   186.5     0.91339 162.2908  0.03991 150.1484 151.6671 154.0082 157.9270 162.2908 166.6649 170.6103 172.9752 174.5125
2   187.5     0.91761 162.3439  0.03989 150.2014 151.7203 154.0616 157.9804 162.3439 166.7170 170.6611 173.0250 174.5617
2   188.5     0.92204 162.3940  0.03987 150.2510 151.7702 154.1119 158.0308 162.3940 166.7663 170.7091 173.0722 174.6082
2   189.5     0.92664 162.4414  0.03986 150.2975 151.8171 154.1592 158.0784 162.4414 166.8129 170.7546 173.1168 174.6522
2   190.5     0.93138 162.4862  0.03984 150.3412 151.8612 154.2037 158.1234 162.4862 166.8571 170.7978 173.1591 174.6938
2   191.5     0.93622 162.5287  0.03983 150.3823 151.9027 154.2457 158.1659 162.5287 166.8990 170.8387 173.1992 174.7333
2   192.5     0.94114 162.5690  0.03982 150.4209 151.9418 154.2854 158.2061 162.5690 166.9388 170.8775 173.2373 174.7708
2   193.5     0.94611 162.6072  0.03981 150.4573 151.9787 154.3229 158.2442 162.6072 166.9766 170.9144 173.2734 174.8063
2   194.5     0.95111 162.6435  0.03980 150.4917 152.0135 154.3584 158.2803 162.6435 167.0125 170.9494 173.3077 174.8400
2   195.5     0.95611 162.6781  0.03979 150.5241 152.0465 154.3919 158.3146 162.6781 167.0466 170.9827 173.3402 174.8721
2   196.5     0.96111 162.7109  0.03978 150.5547 152.0776 154.4238 158.3472 162.7109 167.0791 171.0144 173.3712 174.9025
2   197.5     0.96609 162.7421  0.03977 150.5837 152.1072 154.4540 158.3782 162.7421 167.1100 171.0446 173.4007 174.9314
2   198.5     0.97103 162.7719  0.03976 150.6111 152.1352 154.4827 158.4077 162.7719 167.1395 171.0733 173.4288 174.9590
2   199.5     0.97593 162.8002  0.03976 150.6372 152.1617 154.5100 158.4357 162.8002 167.1676 171.1007 173.4555 174.9852
2   200.5     0.98078 162.8273  0.03975 150.6619 152.1870 154.5359 158.4625 162.8273 167.1944 171.1268 173.4810 175.0102
2   201.5     0.98557 162.8531  0.03974 150.6854 152.2110 154.5607 158.4879 162.8531 167.2200 171.1517 173.5053 175.0340
2   202.5     0.99029 162.8778  0.03974 150.7077 152.2339 154.5842 158.5123 162.8778 167.2444 171.1754 173.5284 175.0567
2   203.5     0.99493 162.9013  0.03973 150.7289 152.2556 154.6067 158.5355 162.9013 167.2677 171.1981 173.5505 175.0783
2   204.5     0.99950 162.9238  0.03973 150.7491 152.2764 154.6281 158.5577 162.9238 167.2900 171.2198 173.5716 175.0990
2   205.5     1.00399 162.9454  0.03972 150.7684 152.2962 154.6486 158.5789 162.9454 167.3114 171.2405 173.5918 175.1187
2   206.5     1.00839 162.9660  0.03972 150.7868 152.3151 154.6681 158.5992 162.9660 167.3318 171.2604 173.6111 175.1376
2   207.5     1.01271 162.9858  0.03971 150.8044 152.3332 154.6868 158.6187 162.9858 167.3514 171.2793 173.6295 175.1556
2   208.5     1.01694 163.0047  0.03971 150.8211 152.3504 154.7047 158.6373 163.0047 167.3701 171.2975 173.6471 175.1728
2   209.5     1.02109 163.0228  0.03971 150.8372 152.3669 154.7218 158.6551 163.0228 167.3881 171.3149 173.6640 175.1892
2   210.5     1.02514 163.0402  0.03970 150.8525 152.3827 154.7382 158.6722 163.0402 167.4053 171.3315 173.6802 175.2050
2   211.5     1.02910 163.0569  0.03970 150.8672 152.3979 154.7540 158.6886 163.0569 167.4218 171.3475 173.6956 175.2201
2   212.5     1.03297 163.0729  0.03970 150.8812 152.4124 154.7690 158.7043 163.0729 167.4376 171.3628 173.7104 175.2345
2   213.5     1.03675 163.0882  0.03969 150.8947 152.4263 154.7835 158.7194 163.0882 167.4528 171.3775 173.7246 175.2483
2   214.5     1.04045 163.1030  0.03969 150.9076 152.4396 154.7974 158.7339 163.1030 167.4674 171.3915 173.7382 175.2616
2   215.5     1.04405 163.1172  0.03969 150.9200 152.4524 154.8107 158.7478 163.1172 167.4814 171.4050 173.7513 175.2742
2   216.5     1.04757 163.1308  0.03968 150.9319 152.4647 154.8235 158.7612 163.1308 167.4948 171.4180 173.7638 175.2864
2   217.5     1.05099 163.1439  0.03968 150.9433 152.4765 154.8358 158.7740 163.1439 167.5078 171.4304 173.7758 175.2981
2   218.5     1.05434 163.1565  0.03968 150.9542 152.4878 154.8476 158.7864 163.1565 167.5202 171.4424 173.7873 175.3093
2   219.5     1.05759 163.1686  0.03967 150.9647 152.4987 154.8590 158.7983 163.1686 167.5321 171.4538 173.7984 175.3200
2   220.5     1.06077 163.1802  0.03967 150.9749 152.5092 154.8699 158.8097 163.1802 167.5436 171.4649 173.8090 175.3303
2   221.5     1.06386 163.1914  0.03967 150.9846 152.5192 154.8804 158.8207 163.1914 167.5546 171.4755 173.8192 175.3402
2   222.5     1.06687 163.2022  0.03967 150.9939 152.5289 154.8905 158.8313 163.2022 167.5653 171.4856 173.8290 175.3497
2   223.5     1.06980 163.2126  0.03966 151.0029 152.5382 154.9003 158.8415 163.2126 167.5755 171.4954 173.8384 175.3588
2   224.5     1.07265 163.2226  0.03966 151.0115 152.5472 154.9096 158.8514 163.2226 167.5853 171.5049 173.8474 175.3675
2   225.5     1.07543 163.2322  0.03966 151.0198 152.5558 154.9187 158.8608 163.2322 167.5948 171.5139 173.8561 175.3760
2   226.5     1.07813 163.2415  0.03966 151.0279 152.5641 154.9273 158.8699 163.2415 167.6039 171.5226 173.8645 175.3840
2   227.5     1.08076 163.2504  0.03965 151.0356 152.5721 154.9357 158.8787 163.2504 167.6127 171.5310 173.8725 175.3918
2   228.5     1.08331 163.2590  0.03965 151.0430 152.5798 154.9438 158.8872 163.2590 167.6211 171.5391 173.8802 175.3993
2   229.5     1.08580 163.2673  0.03965 151.0501 152.5873 154.9516 158.8953 163.2673 167.6293 171.5468 173.8877 175.4064
2   230.5     1.08821 163.2753  0.03965 151.0570 152.5944 154.9590 158.9032 163.2753 167.6371 171.5543 173.8948 175.4133
2   231.5     1.09056 163.2830  0.03965 151.0636 152.6013 154.9663 158.9107 163.2830 167.6446 171.5615 173.9017 175.4200
2   232.5     1.09285 163.2904  0.03964 151.0700 152.6079 154.9732 158.9180 163.2904 167.6519 171.5684 173.9083 175.4264
2   233.5     1.09507 163.2976  0.03964 151.0762 152.6143 154.9799 158.9251 163.2976 167.6589 171.5751 173.9147 175.4325
2   234.5     1.09722 163.3045  0.03964 151.0821 152.6205 154.9864 158.9319 163.3045 167.6657 171.5815 173.9208 175.4384
2   235.5     1.09932 163.3111  0.03964 151.0879 152.6265 154.9926 158.9384 163.3111 167.6722 171.5877 173.9267 175.4441
2   236.5     1.10136 163.3175  0.03964 151.0934 152.6322 154.9986 158.9447 163.3175 167.6785 171.5937 173.9324 175.4496
2   237.5     1.10334 163.3237  0.03964 151.0987 152.6377 155.0044 158.9508 163.3237 167.6845 171.5994 173.9379 175.4548
2   238.5     1.10526 163.3297  0.03963 151.1038 152.6431 155.0100 158.9567 163.3297 167.6904 171.6049 173.9432 175.4599
2   239.5     1.10713 163.3354  0.03963 151.1088 152.6482 155.0154 158.9624 163.3354 167.6960 171.6103 173.9482 175.4648
2   240.0     1.10804 163.3383  0.03963 151.1112 152.6507 155.0181 158.9651 163.3383 167.6987 171.6129 173.9507 175.4671
